"_id",total_tags,total_views,category_title
rMFxV-l3qG0,28,3479682,Comedy
sn3Ct2_L4OA,8,3456835,Music
VQhIUzPJi8o,8,3447350,Music
l3vbvF8bQfI,10,3445095,Music
Q-oM2BQ8Jow,7,3443597,Music
3wnHiK5sKgA,12,3433317,Music
44NYFvhXmW8,28,3426889,Music
6i9UUvxhAlY,22,3424000,People & Blogs
gNTIOZ3jJJo,9,3416477,Music
fiusxyygqGk,33,3407008,Music
AtCLwYFRp4o,20,3396560,Comedy
i0biqMZrxJ0,19,3384358,Entertainment
vbZbnpbVc0w,18,3380185,Music
J_QGZspO4gg,1,3371691,Music
1ce456Nnkt8,24,3371368,Music
QNzzJzdgUto,0.0,3368971,Entertainment
ZJkc_C5-Cd8,34,3362428,Entertainment
h4tcNcZ0MdY,22,3351239,Entertainment
R10qTLfwm8E,26,3333451,People & Blogs
61G3tDZQNhg,39,3327423,Sports
z2GvJtzn41E,12,3326417,Music
8V08Gu1DOgE,25,3322130,Entertainment
82QbMrg2HoI,42,3318466,Comedy
cQp_C_Zrc3U,46,3314473,Entertainment
5NaAwSpswJE,20,3298489,Entertainment
qfZcxeqa1g4,0.0,3296614,Entertainment
89PKbJ2NAqc,35,3286636,Comedy
FhwktRDG_aQ,24,3277760,Entertainment
zbyu6MOzpLE,11,3277326,Music
gegW-vR_UHo,11,3274628,Music
JcC5VGOx8I8,7,3265672,Music
pWqef6cbwzI,5,3264771,People & Blogs
fzmM0AB60QQ,32,3250746,Entertainment
4WnizmrnJlk,29,3247265,Comedy
yxfZBun1uBU,11,3244281,Entertainment
Z0vLiQLpsc8,29,3222946,Comedy
sxvC647Yi0A,9,3212673,Gaming
2HboMs0vbsE,9,3211941,Entertainment
paxgKBUK4wQ,16,3207833,Film & Animation
O5ROSS9ReUY,34,3203079,Film & Animation
aZUopuhqwCM,25,3199707,Music
mXiFHDfvn4A,0.0,3195138,People & Blogs
E60w-0q8Y0Y,13,3192494,Entertainment
5w1GdX44DHc,47,3184455,Sports
QH9UE7FDbcM,12,3180906,Entertainment
"-bx_vG94LSo",34,3177766,Music
nE_TyW-7F4Q,35,3165639,Comedy
bYpItS1jS3Y,30,3164547,Comedy
D_eZxSYRhco,30,3161413,Entertainment
QW8whgmyTNU,10,3158685,Entertainment
mkpINSUnDpA,23,3153709,Entertainment
r15_6z9xryo,9,3151902,Travel & Events
PzcaR1N0pTI,25,3141764,Film & Animation
sjN-NGsRg9g,13,3133284,Music
11K013qpRR4,7,3128325,Entertainment
fzCct3j-pH8,4,3126660,Music
o-nGPNn19vE,22,3115765,People & Blogs
3VbHg5fqBYw,11,3111226,Entertainment
dXt1ftcdxNg,39,3108264,Entertainment
aKPz583WRpQ,37,3103457,Entertainment
FxFF5bgG6xs,32,3087094,Comedy
ROzC9ZySGos,27,3078660,Entertainment
gEHCXl4J9Qo,13,3075265,Entertainment
dRvKm__GrqU,21,3074952,People & Blogs
8z_cg5CypRc,26,3074263,Entertainment
CzmIrPvIzxk,15,3073599,Film & Animation
KHyvGmuvIoY,27,3063537,Entertainment
EbSOKsFHwU8,21,3052912,Music
6Y65fxIRs8Q,0.0,3052668,Gaming
eT9eWtb7C4c,11,3048748,Entertainment
NVCqz2BDfcQ,15,3043598,Music
HS6R2Q7eRdg,6,3038406,Gaming
nUv22OHdjQU,0.0,3027431,Music
sm7_baYCIkQ,9,3020386,Music
Q9vZHbcx6cQ,0.0,3010190,Music
R8jVjBDcV4M,22,3009610,Gaming
uovntV3ZMDc,37,2991013,Music
NJAtY43vsl8,25,2985521,Entertainment
h0xHxZpNAHw,5,2981926,Music
JpvC3j9Qxus,11,2975208,Entertainment
aMGQgC5yV-o,27,2971860,Music
MOP50VQBdCg,15,2968478,Music
48qcnpCWBq0,4,2945748,Music
gjXrm2Q-te4,33,2943435,Comedy
"_0ovuLsnU1A",16,2941282,Entertainment
A8HLnDP6uRM,38,2935898,Entertainment
xe6o4ex7-YA,27,2935778,Entertainment
nrXlY6gzTTM,30,2931630,Film & Animation
T1-k7VYwsHg,29,2927810,Howto & Style
"_AsPY1bQx70",5,2924302,Music
BYG1qf3XJNM,35,2919799,Comedy
M2zrC1QF7Zo,0.0,2910486,Music
ahSKGi_21xg,30,2881650,Comedy
V6wWKNij_1M,31,2875637,Film & Animation
yEWb6bsd5lo,33,2857908,Music
miY8hckQPwc,27,2849710,Music
I2sRc3j7IU0,10,2840146,Music
Z1rZAT2GtmI,16,2836865,Comedy
VYzDZ1qeKEc,9,2836772,Music
Ut7e-0X8lds,6,2834549,News & Politics
d72Ru3y4YJA,10,2830903,Sports
yl2GaxVGUaI,7,2827993,Music
yN7N0P2TxHQ,31,2797099,Music
y5SxNJSGDTw,33,2790005,Music
UsciN7COX1g,30,2788033,Sports
soBb4X5Hb6k,23,2785672,People & Blogs
PWwvR6cSH4o,22,2774358,Gaming
MMGrzOu1amQ,33,2755329,Entertainment
5TTdcyRi-nw,18,2754268,Film & Animation
RdMWIgZIPD8,12,2753967,Film & Animation
tEA_n4mmBok,37,2732822,Sports
hWLjYJ4BzvI,0.0,2730038,People & Blogs
6wGj89GE6aQ,24,2723351,Entertainment
lfIhBu0TZBs,0.0,2714429,People & Blogs
S10azlzvS_8,40,2712840,Music
MPhAEcLaiNs,50,2709257,Music
R_O5x0LNksM,27,2704906,Entertainment
hOulcmOHCIQ,26,2701442,Entertainment
T1B1CxmAXLk,19,2694758,Entertainment
mriYyuDmB58,41,2687148,Comedy
IOuFE-6Awos,15,2684758,Entertainment
UsXI9cvTb7E,17,2678985,Entertainment
yef_HfQoBd8,32,2678626,Entertainment
rYzLh2QuraQ,33,2667336,Entertainment
Un8b0JDw0Bc,23,2665975,Entertainment
Yv_rod8-Ma0,22,2663507,Gaming
noUH5aYUBx4,35,2654222,Comedy
hHaUQh6Gx-Q,9,2653229,Music
gaEPYljtIAw,16,2646329,Music
6781x0TTSks,37,2643362,Entertainment
TM-gCW45YHc,21,2641454,Entertainment
QVoleJYgdM8,44,2636357,Entertainment
TXHB9wL4WFg,20,2624150,Music
aJrCQypP4a0,16,2616726,Entertainment
oSZDe6CrfN4,4,2616417,Music
wYeMe6_ISKc,4,2613120,Music
r8FQ5wUYm9c,33,2608451,Comedy
PxJrWCSJfBk,24,2605329,Music
Xk_2NB0RIaA,5,2604269,Film & Animation
9Szts88zY4o,16,2580817,Entertainment
yqulWPljawo,28,2578951,Comedy
y_WoOYybCro,25,2574791,Entertainment
r2vDabFVj-A,28,2573166,Entertainment
vW7H-DKivX8,26,2570365,Entertainment
I6N-XuYllgA,23,2569307,Entertainment
ijUK3z5rt5s,6,2569113,Comedy
CaE0JD1X12g,14,2561508,Film & Animation
fiGSDywrX1Y,6,2553871,Music
Ev9rOA2Yjs0,11,2553605,Science & Technology
Zh4c5IrllBg,23,2552879,Film & Animation
8mBHDHIb-kM,35,2544874,Music
BspHjvU11y4,13,2543999,Music
HZzeieUGyA4,19,2539879,Entertainment
8Y4eFnLRIzI,5,2539688,Music
RlSzahonkTk,4,2537478,Music
UbmGPOHJYpA,33,2537214,Entertainment
Sy3ERg7OCWo,49,2536670,Music
PfLCyR6Efvw,57,2524789,Music
SFKPktgfQdI,24,2524744,Music
Ymt4lpzv62g,6,2523395,Entertainment
b4vTZx_AtHk,9,2516401,Howto & Style
H-WEhug-up8,10,2514066,Pets & Animals
6Km34EXxGZ4,18,2510689,Entertainment
Htu3va7yDMg,7,2508936,Music
qc_z4a00cCQ,6,2496894,Sports
sHupIDugAD8,30,2482831,Sports
xG0HmKgwo0c,32,2481213,Sports
rP3UngLFou4,18,2477491,Gaming
IQYLPEuAClo,26,2464874,Entertainment
1gSu12JpKP8,34,2463668,Music
prmQgSpV3fA,13,2460996,Music
UhZ56rcWwRQ,23,2458345,Film & Animation
ckS1F3mJzb0,37,2458004,Entertainment
hYc95vB-nT4,15,2455913,Music
gWV7JIxFcbY,35,2452211,Sports
8mCcM-PUmLM,25,2434870,People & Blogs
2kpJ4GbVvNc,0.0,2428403,Film & Animation
gUWDiXBNohY,14,2419996,Music
zQYarS9LYgk,29,2414311,Music
N9OpxDiCfbM,33,2414100,Music
2kCbFmjEi6A,8,2413851,Music
IAWI6nMQhQI,3,2387108,Music
NHrwcQQ38bA,45,2382933,Sports
aCAhbjLKkt4,14,2378309,Entertainment
1sl5KJ69qiA,11,2368985,Entertainment
v9ea5VDQfXg,7,2364433,Music
SlbY1tGARUA,26,2362958,Autos & Vehicles
2MiQonPvlVM,37,2361405,Music
"_lu_Hgw60Ns",25,2358886,News & Politics
GWMKelv5Bmw,15,2345227,Comedy
tTlxjhG7SOI,18,2340970,Music
bTE_EEuVRe0,36,2337779,Entertainment
tr1Loa7r7sY,8,2336280,Entertainment
kjaHhduqS5o,14,2331462,Film & Animation
BnANUza_uXQ,0.0,2323244,Entertainment
izyX4qtsVew,8,2318870,Film & Animation
p55AlBd8XDU,21,2312478,Music
hu_4yAZVNsU,11,2310736,Entertainment
Zo_mpwmashg,13,2308894,Comedy
2Nlo2ekTRvI,10,2303131,Film & Animation
IMQCrDQWcvQ,19,2301406,Gaming
wrpeEitIEpA,5,2301015,Film & Animation
Z5ze4CUAkE8,4,2295938,Music
PJBmeqpw3DY,9,2295021,Entertainment
csCCdQLqcVY,12,2291800,Entertainment
t9QxlDaI3Y4,24,2290941,Comedy
QsSxRElRe1I,37,2276396,Comedy
Xg_4tbLnIOc,7,2274296,Music
5n9xafjynJA,11,2266117,Science & Technology
"-kxPDAiuijo",36,2265310,Comedy
dhFM8akm9a4,32,2260309,Entertainment
E9pIhue2lSU,20,2255825,Sports
UEhsFEgsI5U,24,2255796,Film & Animation
TQ2uDO5CbYg,14,2255227,Music
gsKjJRSmYio,10,2252559,Music
8b6IQQMRYCA,34,2242830,Comedy
e1bEWoblGZA,1,2239356,People & Blogs
t1v0BgiYgHE,20,2235685,Entertainment
GxYimeaoea0,6,2228345,People & Blogs
gbRijjvIeyk,7,2224539,Autos & Vehicles
ir0G79oHXMc,8,2216288,Music
mRo6MnXObuE,35,2215553,Comedy
c47kn_Y4y8A,30,2212468,Science & Technology
evhLzq7Gsak,29,2209067,News & Politics
6tiphMs-dCY,25,2208478,Comedy
wswvNZveNHc,0.0,2201784,Entertainment
"_H1vcldAsP0",34,2200854,Entertainment
3uGIEY7tdg8,35,2199149,Film & Animation
2nshBD9EbxE,21,2198783,Howto & Style
1zNr8Pf1QkY,31,2198480,News & Politics
R9q5lBy2w1E,36,2194222,Music
r03V9OEJlgg,17,2193629,Music
LAQRtjvtQRo,37,2189861,Entertainment
fupYIggOq38,20,2186681,Entertainment
iIaVdlcDRA0,22,2181378,People & Blogs
M0X3jVSVzao,7,2180731,Music
gIsDpBMXbLo,13,2179020,Entertainment
f_lDdj755PA,12,2175530,Entertainment
YJcergNiMDQ,38,2173809,Gaming
wV8HedOp17k,30,2166914,Music
lERhNXw6FaQ,9,2166880,Film & Animation
ve3oQBjcAGI,9,2161978,Film & Animation
Pl9oc13p534,36,2161318,Entertainment
PAQjrGGhoUA,25,2160045,Entertainment
X-QSZhh_YWg,25,2151076,Education
M1fKcktiPuk,33,2146828,Music
GEsK9GudV2M,6,2142751,Music
c5_LROaHGtw,17,2142320,Music
1XsKiDXWtyE,13,2133127,Entertainment
yvYeAdcM2Ss,13,2129493,Entertainment
MjdpR-TY6QU,17,2120634,Education
yHHnywiSwIE,53,2119956,People & Blogs
yN0O8UaTnRA,28,2096196,Entertainment
h_67XloYXTc,32,2092066,Entertainment
Xo8FPXlI3CU,52,2091614,Music
IDpWeURKkbI,13,2085778,Music
m6qubM54PtE,40,2084432,Comedy
cJ1zhq3yNBM,19,2082499,Entertainment
D0aAYfRBVik,7,2081899,Music
5nEogChRGE8,36,2080718,Comedy
ZxD3o-9H1lY,20,2080614,News & Politics
xIZYxqqpjJQ,36,2069643,Entertainment
hcCCe_R8e9U,35,2068116,Comedy
r5g85U5lJso,13,2065373,Music
zXV4Sgeyr2c,38,2045157,Gaming
J-7FkW1Cuic,35,2044478,Entertainment
OHOkdEBpwDc,32,2038269,Entertainment
MnK9_fWPT3Y,5,2030890,Music
colIbxVLUrA,23,2022094,Entertainment
hFFn8K2O4po,34,2017888,Comedy
m4-sL1r9i1I,13,2012383,Music
"-z2EqJTyAiU",15,2008876,Film & Animation
"-mZZAvIHMvQ",25,2007659,Entertainment
YFHHGETsxkE,49,2005280,Film & Animation
YtKap-E0OGM,25,2004311,Music
8XBLuU_4Qgo,26,1990055,News & Politics
IkV5VpEROW0,24,1984047,People & Blogs
HyNJ3UrGk_I,17,1978041,Entertainment
KisKKE6zIk0,13,1968984,Entertainment
kh3yIsFuPRw,13,1967065,Entertainment
7SAisWFutbw,33,1966578,Comedy
jjNf6SolPvU,27,1963752,Entertainment
Bu2Djx2ejlA,6,1961295,Music
iqsQ0KHImrU,24,1960852,Music
dyBFAX4SDEc,41,1952508,Gaming
"_t0LX_Of33U",27,1948688,Music
YGXiVHTy0JE,9,1948382,Music
GpEuHHMy-Z8,30,1946547,Entertainment
itE8Cd85-QM,27,1943930,Entertainment
HEVonh8bjC0,8,1941790,Film & Animation
7a6irhXRudo,39,1939634,Comedy
uKxWP56VStM,10,1939400,Music
RP3UsFrDJfY,23,1938197,Music
IKomhXgz6Io,17,1937795,People & Blogs
N7HFXgyTya0,33,1928358,Comedy
x-R19oA1m8w,9,1920092,Music
RL1e5ZyVUkU,40,1919068,Entertainment
cq6wjjN73Q0,6,1915105,People & Blogs
7IS-wPfdIG8,13,1911551,People & Blogs
lwzfPL-rJqA,25,1911317,Entertainment
j7WlcSwe8Ws,38,1907912,Entertainment
L8IYPnnsYJw,36,1905347,News & Politics
UwItKU4CxMQ,43,1887155,Entertainment
ao7JzzfIqVE,18,1881374,Entertainment
XAzqBDFs418,27,1880789,Comedy
a8gzChJsvEo,11,1878977,Film & Animation
18RqtFuaNe8,22,1877518,Film & Animation
RECFTvCXhPk,17,1873725,Entertainment
3v0c6smpHSk,0.0,1871106,Film & Animation
Vm_CmfA5gRI,29,1867270,Music
4FBqT80fVKY,30,1860672,Comedy
54BVvP7zvDQ,41,1856381,Entertainment
bI31WqFDxNs,24,1851372,Film & Animation
7KPcfdbVTic,24,1851082,Entertainment
szaJ5aW-LUs,9,1848816,Music
DIU3xPdhCBI,7,1842403,Music
B7AjF4of300,35,1834484,Sports
XP32nDUMYS8,18,1832031,Music
BEePFpC9qG8,6,1825063,Film & Animation
zTIoErJmsp4,4,1824925,Music
LmOPXhFensg,21,1820239,Film & Animation
Ff7wbSwTuEk,0.0,1818053,Comedy
4KtBBzHWmTI,11,1816550,Music
BYF2tfdD1fA,12,1813786,Film & Animation
M-E5wDgptQA,28,1810704,Entertainment
zUofr5WcdSM,34,1809424,Sports
E-8e0cqUGTw,18,1808997,Film & Animation
"__1SjDrSMik",5,1807024,People & Blogs
A5TPOKoE1_M,30,1806199,People & Blogs
9yDNAc8YS9c,0.0,1805396,Entertainment
k3uh0MJeypI,24,1802608,Comedy
xIZPbhq37WQ,78,1798530,Pets & Animals
nSuregWhlWk,1,1796545,Music
cL5oCP0VIEI,14,1796323,Gaming
REbjfHF0N0s,0.0,1794588,Music
WeyLEe1T0yo,25,1789569,News & Politics
uRP4nAGMYCY,0.0,1781913,People & Blogs
p5N6tFob_Rw,19,1781662,Comedy
oR_e9y-bka0,11,1781122,Entertainment
9CO6M2HsoIA,6,1780493,People & Blogs
3s1rvMFUweQ,36,1776127,Entertainment
Xz3GEsF-VKA,28,1772309,Entertainment
ZOBvRs4btvE,9,1771884,Music
"-5aaJJQFvOg",8,1770509,Music
Ja_GMU7-sjs,13,1767441,Science & Technology
XkVwqEdYlNA,23,1765356,Entertainment
yOOiVK31h7g,36,1763271,Entertainment
94k6kEVGZzg,29,1759634,Entertainment
"-43MBOJnVks",29,1758599,Entertainment
Kd1xVG6f2No,15,1755108,Sports
nFpEuUY-zQ0,13,1747801,People & Blogs
z4dH6hEMuwk,35,1743819,Music
sIbv19R2rfY,16,1739987,People & Blogs
kCwMARo94QY,24,1731217,Entertainment
JRAOdRq-1lw,11,1727872,Comedy
wGxT2tg4It0,4,1717319,Science & Technology
JtIY1Naxg0M,21,1709880,Sports
CZ7KRUYQyKE,13,1704991,People & Blogs
4oYYVrEFWE8,18,1702293,Music
6hhNXHojemc,29,1701922,News & Politics
BFZz8wHL2a4,29,1700526,Entertainment
mCx26FLXWuI,37,1689382,Sports
tIWpr3tHzII,17,1688804,Entertainment
QOksZ8VogRw,11,1687541,Music
BZt0qjTWNhw,14,1685609,Pets & Animals
hSvnepZS26s,31,1684504,Entertainment
yJqsPBWbtjk,32,1684193,Entertainment
tiH07VpwSLY,21,1683838,Music
l3xmc0pzzJI,19,1681425,People & Blogs
GKPIae1_LYw,25,1677359,Entertainment
iNf6VErGDLI,9,1677111,Music
QF031DwMffQ,9,1676342,Film & Animation
nCWKrEA4FBw,0.0,1674907,Music
qu-biRtYEcU,4,1674208,Music
aRsOBFhNjVM,26,1674134,Entertainment
S3VZxB_iNoA,31,1672605,Sports
jpStWV2GHF4,60,1669936,Music
VtZV_rFnI-4,39,1669936,Comedy
NAirxs9Io4k,16,1659512,Music
EfypiGi3K-I,2,1658884,Film & Animation
s12qaVEyW14,12,1652338,Entertainment
vAmnAXNVRrE,5,1650995,People & Blogs
caCdf94Blfw,0.0,1650959,Film & Animation
6J-D86wfxiE,9,1650492,Entertainment
MNcssFQTO9o,13,1641198,Gaming
k3zmNrf0Eog,27,1640847,Music
GnevZOMl78I,20,1637463,Comedy
zVVrfqwA5lQ,18,1630365,Music
HszBf-CJeVE,19,1629213,Entertainment
wjOK-U2GhIs,34,1627330,Howto & Style
5qxqo2CQakA,15,1627118,Comedy
"-l6wrTvMcbY",17,1618827,Music
Bzu4G8uZs-4,7,1617680,Music
iPf_ifCKftc,6,1615785,Music
2vPw8QbzFTo,22,1613530,Comedy
o31pGcwUmCM,8,1608675,Music
M6LTqtYKDtI,35,1602184,Music
CWAX-tiepMo,44,1597322,Film & Animation
tkhbOc-jZ6c,42,1595758,Entertainment
dfeEwt5_jsQ,9,1590689,Music
r17fqELkv7g,12,1586946,Entertainment
KI9e5T8X4DQ,19,1586337,Music
lR-oJvKJyUY,30,1584801,Howto & Style
uIzhXFnhURQ,15,1584205,Entertainment
510KQ_LXGww,22,1583680,Howto & Style
fTK0hhBiCgA,7,1579758,Music
H78P-eAvWqg,12,1573791,Sports
EEIP1YpFXrE,26,1572691,Gaming
OTHHeIAYfuU,4,1571008,Music
af6L1jBZGYA,36,1567140,Comedy
24-AhdoN_Nk,26,1564193,Film & Animation
FvBcYkY7ZGo,27,1563120,Entertainment
ZKg3jKEbgqs,35,1558578,Comedy
73_OWzBr8Fo,14,1557498,Music
8l_e6bx8UG8,4,1556912,Music
lYEj9snU838,8,1556796,News & Politics
4cucHc2vef4,25,1553813,Music
Oyf5o1zWMd0,19,1552678,Music
7LNTrcguDaw,11,1551905,Entertainment
chjObfl72xQ,58,1551558,Comedy
NBOT5jigRy4,19,1549690,Comedy
rgqU0MbRLDo,6,1546842,People & Blogs
VsRot0p7ObY,14,1546831,Autos & Vehicles
TDlHElwoKLY,26,1545132,Entertainment
zUelEgXDHa8,12,1540401,Comedy
0GQmGOju6CE,17,1540207,Entertainment
NKin_i1pcFA,11,1539966,Autos & Vehicles
eEDZuFw34YM,17,1538347,Science & Technology
gKo7V7nxvqE,18,1532312,Entertainment
"_ckccU8ojRg",22,1527599,Entertainment
nlodY8nMw-A,20,1526415,Comedy
oRSVrtKph_k,17,1524561,Music
R9YYmoJjBxI,30,1524420,Comedy
e1YqueG2gtQ,6,1523432,Music
2VggEmXPnGw,27,1518753,People & Blogs
1Nu_oGucpDI,5,1516337,Music
oddXT5uaRb8,33,1508950,Music
kGOmPmILndU,0.0,1500067,Music
ING5Ygbqo_Y,8,1499550,Music
TWpt-ze_cYU,5,1498833,Comedy
ouWuzQb9vNg,36,1497938,Gaming
DHMBJ2do1XU,35,1496352,Comedy
IP8k2xkhOdI,40,1492219,Music
OtL1fEEtLaA,22,1486123,People & Blogs
av4QVqEMWyk,11,1479645,Entertainment
kCkuuzDOKwE,2,1478168,Comedy
X1VzzNbfPaM,8,1478117,Music
jb-To6qJcxU,9,1477244,Howto & Style
ZHBYGpAlNog,7,1476745,Music
CgjAN_wgmiI,2,1475009,Sports
lb0Ymam2Za0,4,1473225,Comedy
GZeza5xTeuM,0.0,1472296,Music
YKKE-LX5FPE,19,1469966,Entertainment
nkWn5vKCZj4,26,1463583,People & Blogs
2ATuTL5i0_c,20,1462803,Howto & Style
HtNWc1AIU20,25,1456733,Sports
i7FgneNlM14,29,1450762,Sports
zCot9TDoA-M,5,1447528,Gaming
sJWu8sMMh0U,14,1446213,Music
wH-by1ydBTM,9,1444402,Music
m7b8hitvfoE,15,1441725,Music
Fjm81OPZbpU,4,1440858,Music
VZsBRynPXHY,32,1439346,Comedy
"_1mIPOYZzfo",12,1438540,Entertainment
ixNNLvyCn5Y,25,1437894,Film & Animation
fsT5SyBLlIg,7,1431319,Entertainment
jdH2Sy-BlNE,25,1430487,Music
EC5UCCnk59c,15,1426823,Sports
II-OP6vdMs8,6,1423550,People & Blogs
b_lULj6v804,10,1419843,Sports
sZcuF1T4Vxw,15,1419347,Gaming
TYVD7XzW55I,10,1417314,People & Blogs
9S9O2T1B6xE,25,1416396,People & Blogs
sun1x0ANt-Y,16,1415969,Pets & Animals
oaU82_uGTQg,26,1413409,Entertainment
Cd8UxUlqaZ8,32,1408369,Music
4HOxZEdicuk,12,1407724,Film & Animation
OKA-3wsJTs4,33,1405825,Entertainment
CmO2143BzYA,31,1404525,Entertainment
bVU-MmJZFFA,10,1402868,Music
CMzzImAolMc,5,1398617,Howto & Style
Uv1xscwDtIQ,15,1397537,Film & Animation
JFmkRNbDF70,40,1394264,Entertainment
0-VAnh7r-_8,23,1392609,Gaming
zT7VEhfezn8,49,1391768,Entertainment
OZqsFkJpvj0,10,1388010,Entertainment
c0arVTRwytA,18,1385396,Film & Animation
tQR5G3kvfNQ,21,1384644,People & Blogs
O02MnrL_wrc,4,1383568,Music
Wzvr_rtI82w,8,1382009,Science & Technology
Iiukq_ilT0Y,28,1378098,Music
pDi7cezk9CA,6,1373069,Entertainment
f_jTeuajas0,30,1371079,Film & Animation
oqvGFqR2h4w,29,1369908,Comedy
5R2ZZ-t8XS0,31,1369201,Sports
"_KEN-cxmGw8",8,1363409,Autos & Vehicles
qaSOyhK3gTM,0.0,1363377,Entertainment
bNcj9iR956M,0.0,1358775,Comedy
DX5_o-mumvE,11,1356625,Music
FOLQlEh1D20,27,1356534,Music
8KgiaRPxRnQ,25,1354047,Gaming
pkJtiVCMXVg,37,1352472,Entertainment
LFhT6H6pRWg,26,1348067,People & Blogs
137EH-5jNLI,3,1346522,Comedy
pO481doRObY,39,1343386,Entertainment
m-Q0Ng61bT4,12,1342248,Music
"-mNlASb89Wo",19,1338389,Entertainment
EpW_OEuHNX8,31,1331716,Entertainment
qJKgfOUUrZo,34,1325784,Music
vLVSf_yI_r8,9,1322154,Entertainment
Nw-BMNnr1Ko,35,1315966,Comedy
FtX7GY_iPok,24,1305358,Entertainment
IX3_Aqji4yE,2,1301467,Education
qpAo_XvCQaQ,63,1301301,Entertainment
61SWGdZ2p2M,29,1296219,Music
GcbsIv3QdFs,0.0,1292991,People & Blogs
mbsSCJEP7oo,0.0,1292816,Entertainment
aq-phmpUJ_E,40,1291512,Music
4W_YgNW7gs0,1,1288916,Music
AHwZBYCwxPY,10,1285088,Entertainment
MXzEbAv0QN0,29,1284910,Entertainment
VTVLcK2zybM,23,1284065,Music
dhF3Y7esoWM,56,1283358,Music
nOQxBSp563M,26,1281445,Sports
X-5yy4ETxlQ,40,1277694,Entertainment
8kFnLQySIzU,32,1273520,Entertainment
rG7fLWcvv-4,23,1270751,Gaming
jYuQzAxBVZU,9,1270251,Entertainment
STEUAcTmXTg,30,1262612,Music
hkFYWyy9Jek,26,1261678,Comedy
iaL3EEWspLo,15,1261570,People & Blogs
"_wVB6pfWwnE",10,1257023,Music
UVaeRX9LybU,17,1256322,People & Blogs
"_zu53yAoTJE",10,1256086,Music
WyWqEFeKX2E,4,1254170,Music
PFDElc5sfSM,25,1250558,Entertainment
RUCXD3_wW2w,39,1250529,Entertainment
cWGWYAhLuAQ,31,1247687,Entertainment
yOqT0Bk-A_Y,13,1246642,Entertainment
NHEaYbDWyQE,17,1246175,Entertainment
meLOY29qarc,32,1233661,Gaming
WrcwcMIYpQg,19,1230509,Education
RQm0nKoODo4,32,1230449,Music
K6xwB8Kkce0,4,1230259,Music
2B85lYenaxE,39,1228927,Entertainment
44szOPIixaU,10,1226998,Entertainment
U1MzkfRLveA,42,1226994,Comedy
ziLWPlVN0MM,35,1224477,Entertainment
qOioqgPyCwE,15,1223231,Entertainment
UWl2fVxb-Mc,11,1219133,Sports
8KT1UCsOE74,43,1218654,Entertainment
A_Z3AokMwWI,4,1216539,Gaming
NMFnVfsNf5Y,8,1215931,Gaming
PPCDMi5xmmk,30,1210329,Entertainment
GRwmtpr79qE,10,1210049,People & Blogs
ozbnTScWups,0.0,1208568,Music
Zz_JEN74evU,4,1207630,Music
dsNNfiA6qjs,52,1203368,Entertainment
LF-1zy8VII4,6,1200905,Music
bFbOHqCpeFs,20,1194803,Music
TUUUh-51t1k,26,1193969,Film & Animation
twjTkBN3Q9A,38,1192068,Howto & Style
LjNhW2mR1lM,33,1189445,Entertainment
iDXlWTRyxgE,30,1189325,Entertainment
oSumNo-j-oc,33,1188853,Entertainment
eqVHah0f-1c,13,1184870,Entertainment
th2lhZ7VeVk,16,1184223,Entertainment
KFHru5tiDng,27,1182857,Music
AumaWl0TNBo,38,1182775,Entertainment
tJLtDRrimAs,31,1182368,Comedy
rwYd2kIZxk4,9,1175958,News & Politics
xzpQSINtLkw,5,1173586,Music
eEdPnm-AZ94,31,1172315,Entertainment
kMRe5A215xs,22,1171850,Music
"-N5eucPMTTc",31,1164201,People & Blogs
Da2crn5NXc4,31,1162900,Howto & Style
XvondF0gfro,10,1162896,Entertainment
8B2esiq24Hg,20,1162609,Pets & Animals
D3V0aw-ljEg,26,1160731,Gaming
byGeEw9tRh8,6,1160123,Music
5deYJLWFplc,24,1159979,Entertainment
sECcOTO8Ij4,19,1155926,Gaming
fS2fsa1fuIw,24,1155420,Pets & Animals
HjnwaagBigA,5,1154891,News & Politics
AfC2pHj0VZA,17,1153803,Music
4JGWxG-vE24,22,1153104,Entertainment
vht9VHo8r5c,19,1153057,Entertainment
QRyzwPzxpcs,46,1152245,Gaming
z4bLKt9k5dk,21,1152016,Entertainment
D04ogdPt4EY,40,1151785,Entertainment
7-T08gSQmxk,33,1148340,Howto & Style
PCVtE3wRNPg,11,1146812,Entertainment
tfaGleA4qYo,18,1142732,News & Politics
cIriwVhRPVA,5,1141907,Music
d8GHT9nK66Y,16,1140558,Music
OPHbqY9LHCs,0.0,1138583,Science & Technology
ElKPnh0Q8pU,14,1138385,Film & Animation
p4HrpCPquk4,15,1137918,Entertainment
cVdnrt6HCh0,50,1136925,Sports
tw6pCt1yeJE,21,1134566,Entertainment
tAn7wxn2Atk,31,1133283,Entertainment
maAa7J3iEM8,37,1129129,Entertainment
JBw1nwYJESc,30,1123725,Entertainment
fOfIObhGMe0,8,1121265,Sports
VM-g_bkFdzo,8,1113267,Music
23ILq4uxd-w,40,1113240,Entertainment
gx3S73InQ04,42,1108692,Sports
tml1mo26jmw,9,1105217,Music
SupFJHdlVGc,28,1102522,Howto & Style
y4bAULTwAJU,8,1102306,News & Politics
G5V0rsKkMDo,5,1100221,Music
"_4_V7ZGCYDE",32,1098131,Pets & Animals
7zLzYiw1wdQ,4,1098041,Comedy
